Date,Time (GMT),Highest,MHHW (ft),MHW (ft),MSL (ft),MTL (ft),MLW (ft),MLLW (ft),Lowest (ft),Inf,station_id
1997/06/01,00:00,2.681,2.103,1.697,1.044,1.047,0.397,-0.013,-0.603,0,1612480
1997/07/01,00:00,2.74,2.294,1.851,1.198,1.203,0.555,0.118,-0.338,0,1612480
1997/08/01,00:00,2.838,2.267,1.969,1.277,1.265,0.561,0.269,-0.282,0,1612480
1997/09/01,00:00,2.769,2.225,2.012,1.355,1.337,0.663,0.463,0.161,0,1612480
1997/10/01,00:00,2.53,2.162,1.959,1.3,1.293,0.627,0.443,-0.026,0,1612480
1997/11/01,00:00,2.543,2.044,1.779,1.037,1.045,0.312,0.007,-0.534,0,1612480
1997/12/01,00:00,2.704,2.139,1.68,1.011,1.008,0.335,-0.105,-0.613,0,1612480
1998/01/01,00:00,2.477,1.982,1.575,0.912,0.896,0.217,-0.134,-0.639,0,1612480
1998/02/01,00:00,2.189,1.762,1.503,0.771,0.771,0.04,-0.206,-0.603,0,1612480
1998/03/01,00:00,2.477,1.926,1.683,0.949,0.945,0.207,0.013,-0.384,0,1612480
1998/04/01,00:00,2.527,1.933,1.654,0.939,0.934,0.214,-0.026,-0.439,0,1612480
1998/05/01,00:00,2.477,1.939,1.575,0.903,0.891,0.207,-0.085,-0.721,0,1612480
1998/06/01,00:00,2.513,1.929,1.487,0.86,0.847,0.207,-0.187,-0.692,0,1612480
1998/07/01,00:00,2.264,1.785,1.385,0.771,0.766,0.148,-0.259,-0.813,0,1612480
1998/08/01,00:00,2.536,2.136,1.808,1.109,1.113,0.417,0.082,-0.498,0,1612480
1998/09/01,00:00,2.746,2.228,1.998,1.263,1.265,0.532,0.322,-0.055,0,1612480
1998/10/01,00:00,2.356,1.959,1.733,0.988,1.003,0.273,0.086,-0.364,0,1612480
1998/11/01,00:00,2.638,2.054,1.765,1.027,1.042,0.319,0.0,-0.544,0,1612480
1998/12/01,00:00,2.95,1.995,1.526,0.85,0.853,0.181,-0.311,-0.81,0,1612480
1999/01/01,00:00,2.674,2.149,1.716,0.991,0.98,0.243,-0.144,-0.882,0,1612480
1999/02/01,00:00,2.579,1.952,1.608,0.952,0.944,0.279,0.02,-0.482,0,1612480
1999/03/01,00:00,2.448,1.867,1.628,0.916,0.921,0.214,0.04,-0.318,0,1612480
1999/04/01,00:00,2.113,1.739,1.569,0.85,0.857,0.145,-0.042,-0.669,0,1612480
1999/05/01,00:00,2.435,1.841,1.487,0.781,0.788,0.089,-0.272,-0.856,0,1612480
1999/06/01,00:00,2.75,2.038,1.621,0.952,0.957,0.292,-0.128,-0.698,0,1612480
1999/07/01,00:00,2.707,2.061,1.628,1.008,1.009,0.391,-0.049,-0.571,0,1612480
1999/08/01,00:00,2.635,2.071,1.792,1.083,1.08,0.368,0.066,-0.492,0,1612480
1999/09/01,00:00,2.681,2.264,2.028,1.326,1.314,0.601,0.342,-0.003,0,1612480
1999/10/01,00:00,2.655,2.248,2.018,1.277,1.285,0.552,0.328,-0.361,0,1612480
1999/11/01,00:00,2.966,2.215,1.939,1.188,1.208,0.476,0.158,-0.577,0,1612480
1999/12/01,00:00,2.989,2.159,1.815,1.07,1.09,0.365,-0.052,-0.662,0,1612480
2000/01/01,00:00,2.786,1.998,1.578,0.903,0.912,0.246,-0.174,-0.62,0,1612480
2000/02/01,00:00,2.435,1.844,1.516,0.765,0.76,0.004,-0.259,-0.81,0,1612480
2000/03/01,00:00,2.205,1.825,1.598,0.876,0.883,0.168,-0.032,-0.292,0,1612480
2000/04/01,00:00,2.057,1.828,1.578,0.857,0.845,0.112,-0.065,-0.587,0,1612480
2000/05/01,00:00,2.609,1.979,1.706,0.949,0.96,0.214,-0.144,-0.571,0,1612480
2000/06/01,00:00,2.632,2.103,1.67,1.004,1.004,0.338,-0.151,-0.777,0,1612480
2000/07/01,00:00,2.901,2.08,1.647,0.952,0.962,0.276,-0.21,-0.872,0,1612480
2000/08/01,00:00,2.687,2.025,1.723,1.008,1.011,0.299,0.0,-0.554,0,1612480
2000/09/01,00:00,2.241,1.956,1.775,1.067,1.073,0.371,0.151,-0.18,0,1612480
2000/10/01,00:00,2.353,1.969,1.723,0.988,0.996,0.269,0.007,-0.41,0,1612480
2000/11/01,00:00,2.487,1.998,1.697,0.916,0.922,0.148,-0.154,-0.718,0,1612480
2000/12/01,00:00,2.887,2.126,1.697,1.004,1.019,0.342,-0.108,-0.748,0,1612480
2001/01/01,00:00,2.858,2.08,1.68,0.955,0.949,0.217,-0.128,-0.899,0,1612480
2001/02/01,00:00,2.973,2.149,1.779,1.017,1.019,0.26,-0.069,-0.59,0,1612480
2001/03/01,00:00,2.343,1.815,1.592,0.821,0.822,0.053,-0.17,-0.731,0,1612480
2001/04/01,00:00,2.241,1.949,1.68,0.919,0.921,0.161,-0.069,-0.525,0,1612480
2001/05/01,00:00,2.481,2.057,1.706,0.978,0.981,0.256,-0.052,-0.662,0,1612480
2001/06/01,00:00,2.553,2.087,1.729,1.004,1.026,0.322,-0.111,-0.738,0,1612480
2001/07/01,00:00,2.963,2.294,1.851,1.155,1.165,0.479,-0.013,-0.551,0,1612480
2001/08/01,00:00,2.855,2.264,1.88,1.162,1.15,0.42,0.069,-0.564,0,1612480
2001/09/01,00:00,2.802,2.221,1.926,1.201,1.201,0.476,0.26,-0.101,0,1612480
2001/10/01,00:00,2.313,1.959,1.733,1.011,1.012,0.292,0.092,-0.301,0,1612480
2001/11/01,00:00,2.658,2.185,1.838,1.07,1.08,0.322,-0.016,-0.488,0,1612480
2001/12/01,00:00,3.101,2.274,1.854,1.067,1.103,0.351,-0.157,-0.623,0,1612480
2002/01/01,00:00,3.029,2.307,1.854,1.122,1.108,0.361,-0.055,-0.521,0,1612480
2002/02/01,00:00,2.481,1.952,1.595,0.824,0.803,0.01,-0.262,-1.036,0,1612480
2002/03/01,00:00,2.573,1.939,1.706,0.912,0.921,0.135,-0.085,-0.462,0,1612480
2002/04/01,00:00,2.281,2.028,1.765,1.001,0.993,0.22,0.004,-0.623,0,1612480
2002/05/01,00:00,2.566,2.051,1.756,0.909,0.927,0.099,-0.19,-0.659,0,1612480
2002/06/01,00:00,2.54,2.133,1.674,0.988,0.986,0.299,-0.141,-0.607,0,1612480
2002/07/01,00:00,2.595,2.107,1.654,0.988,0.991,0.328,-0.088,-0.63,0,1612480
2002/08/01,00:00,2.372,1.867,1.575,0.866,0.866,0.158,-0.147,-0.744,0,1612480
2002/09/01,00:00,2.628,2.271,2.061,1.273,1.275,0.489,0.233,-0.318,0,1612480
2002/10/01,00:00,2.605,2.402,2.126,1.359,1.357,0.588,0.358,-0.177,0,1612480
2002/11/01,00:00,2.71,2.31,1.995,1.168,1.178,0.361,0.04,-0.567,0,1612480
2002/12/01,00:00,2.92,2.225,1.821,1.021,1.042,0.263,-0.203,-0.754,0,1612480
2003/01/01,00:00,2.91,2.343,1.903,1.086,1.081,0.26,-0.121,-0.731,0,1612480
2003/02/01,00:00,2.474,1.966,1.572,0.837,0.84,0.109,-0.18,-0.6,0,1612480
2003/03/01,00:00,2.586,2.149,1.847,1.093,1.104,0.361,0.128,-0.406,0,1612480
2003/04/01,00:00,2.366,2.034,1.798,1.054,1.052,0.305,0.086,-0.439,0,1612480
2003/05/01,00:00,2.966,2.353,2.012,1.208,1.237,0.463,0.095,-0.426,0,1612480
2003/06/01,00:00,3.258,2.635,2.241,1.421,1.446,0.65,0.237,-0.367,0,1612480
2003/07/01,00:00,2.973,2.458,2.012,1.273,1.257,0.502,0.109,-0.475,0,1612480
2003/08/01,00:00,3.019,2.546,2.189,1.454,1.462,0.735,0.42,-0.124,0,1612480
2003/09/01,00:00,3.298,2.832,2.559,1.749,1.749,0.939,0.696,0.46,0,1612480
2003/10/01,00:00,3.15,2.727,2.504,1.634,1.649,0.794,0.601,-0.157,0,1612480
2003/11/01,00:00,3.196,2.527,2.215,1.352,1.383,0.552,0.233,-0.38,0,1612480
2003/12/01,00:00,2.947,2.221,1.884,1.05,1.076,0.269,-0.082,-0.935,0,1612480
2004/01/01,00:00,3.009,2.33,1.9,1.106,1.091,0.283,-0.046,-0.715,0,1612480
2004/02/01,00:00,3.127,2.51,2.136,1.303,1.285,0.433,0.105,-0.548,0,1612480
2004/03/01,00:00,2.848,2.176,1.884,1.113,1.106,0.328,0.109,-0.2,0,1612480
2004/04/01,00:00,2.428,2.149,1.874,1.093,1.099,0.325,0.155,-0.321,0,1612480
2004/05/01,00:00,3.101,2.635,2.244,1.447,1.455,0.666,0.345,-0.269,0,1612480
2004/06/01,00:00,3.271,2.546,2.179,1.339,1.367,0.555,0.148,-0.584,0,1612480
2004/07/01,00:00,3.114,2.464,1.975,1.191,1.201,0.427,-0.032,-0.761,0,1612480
2004/08/01,00:00,3.14,2.346,1.989,1.181,1.185,0.381,0.013,-0.469,0,1612480
2004/09/01,00:00,2.733,2.425,2.195,1.382,1.387,0.578,0.332,0.063,0,1612480
2004/10/01,00:00,3.12,2.592,2.277,1.464,1.465,0.653,0.358,-0.059,0,1612480
2004/11/01,00:00,3.396,2.638,2.346,1.437,1.478,0.611,0.26,-0.219,0,1612480
2004/12/01,00:00,3.179,2.566,2.208,1.326,1.359,0.509,0.118,-0.679,0,1612480
2005/01/01,00:00,3.248,2.422,1.992,1.227,1.216,0.44,0.118,-0.712,0,1612480
2005/02/01,00:00,2.832,2.395,2.048,1.237,1.232,0.417,0.125,-0.571,0,1612480
2005/03/01,00:00,2.97,2.195,1.969,1.172,1.165,0.361,0.138,-0.177,0,1612480
2005/04/01,00:00,2.668,2.097,1.811,1.021,1.021,0.23,-0.003,-0.495,0,1612480
2005/05/01,00:00,2.983,2.313,1.982,1.201,1.206,0.43,0.135,-0.393,0,1612480
2005/06/01,00:00,2.792,2.261,1.831,1.126,1.136,0.44,0.01,-0.748,0,1612480
2005/07/01,00:00,2.95,2.261,1.841,1.037,1.042,0.243,-0.154,-0.712,0,1612480
2005/08/01,00:00,2.828,2.284,1.926,1.139,1.134,0.342,0.04,-0.643,0,1612480
2005/09/01,00:00,2.802,2.412,2.116,1.345,1.349,0.581,0.391,-0.049,0,1612480
2005/10/01,00:00,2.418,2.123,1.88,1.122,1.132,0.384,0.187,-0.239,0,1612480
2005/11/01,00:00,2.54,2.136,1.847,1.07,1.093,0.338,-0.009,-0.472,0,1612480
2005/12/01,00:00,3.015,2.441,2.071,1.181,1.173,0.276,-0.062,-0.587,0,1612480
2006/01/01,00:00,3.022,2.536,2.1,1.283,1.25,0.401,0.076,-0.59,0,1612480
2006/02/01,00:00,2.737,2.205,1.874,1.083,1.09,0.305,0.023,-0.384,0,1612480
2006/03/01,00:00,2.704,2.212,1.966,1.188,1.185,0.404,0.148,-0.196,0,1612480
2006/04/01,00:00,2.546,2.179,1.87,1.132,1.131,0.391,0.092,-0.636,0,1612480
2006/05/01,00:00,2.776,2.103,1.779,0.958,0.962,0.145,-0.18,-0.666,0,1612480
2006/06/01,00:00,2.786,2.346,1.962,1.168,1.193,0.424,0.013,-0.502,0,1612480
2006/07/01,00:00,2.992,2.487,2.133,1.352,1.354,0.575,0.237,-0.387,0,1612480
2006/08/01,00:00,3.337,2.648,2.349,1.549,1.544,0.739,0.414,-0.105,0,1612480
2006/09/01,00:00,2.874,2.399,2.166,1.372,1.383,0.601,0.342,0.007,0,1612480
2006/10/01,00:00,3.071,2.53,2.267,1.444,1.459,0.65,0.404,-0.105,0,1612480
2006/11/01,00:00,3.124,2.582,2.271,1.483,1.505,0.739,0.361,-0.229,0,1612480
2006/12/01,00:00,3.107,2.376,1.972,1.195,1.188,0.404,-0.023,-0.551,0,1612480
2007/01/01,00:00,3.101,2.458,2.044,1.191,1.185,0.325,-0.023,-0.567,0,1612480
2007/02/01,00:00,2.743,2.136,1.785,1.004,1.009,0.233,-0.036,-0.439,0,1612480
2007/03/01,00:00,2.599,2.156,1.907,1.122,1.127,0.348,0.125,-0.354,0,1612480
2007/04/01,00:00,2.543,1.907,1.677,0.929,0.93,0.184,-0.092,-0.718,0,1612480
2007/05/01,00:00,2.7,2.103,1.802,1.027,1.042,0.283,-0.065,-0.672,0,1612480
2007/06/01,00:00,3.012,2.215,1.92,1.07,1.078,0.237,-0.065,-0.459,0,1612480
2007/07/01,00:00,2.943,2.431,2.008,1.208,1.196,0.384,0.01,-0.528,0,1612480
2007/08/01,00:00,2.855,2.464,2.139,1.359,1.359,0.578,0.286,-0.279,0,1612480
2007/09/01,00:00,2.641,2.153,1.92,1.162,1.155,0.391,0.145,-0.351,0,1612480
2007/10/01,00:00,2.855,2.146,1.903,1.083,1.101,0.299,0.043,-0.426,0,1612480
2007/11/01,00:00,3.344,2.487,2.11,1.27,1.296,0.483,0.112,-0.682,0,1612480
2007/12/01,00:00,3.255,2.52,2.087,1.296,1.331,0.575,0.109,-0.662,0,1612480
2008/01/01,00:00,2.779,2.228,1.844,1.06,1.049,0.253,-0.095,-0.817,0,1612480
2008/02/01,00:00,2.691,2.205,1.9,1.076,1.098,0.296,-0.036,-0.446,0,1612480
2008/03/01,00:00,2.395,2.067,1.834,1.021,1.026,0.217,-0.006,-0.331,0,1612480
2008/04/01,00:00,2.431,2.031,1.749,0.955,0.97,0.191,-0.052,-0.544,0,1612480
2008/07/01,00:00,3.202,2.543,2.13,1.319,1.311,0.492,0.063,-0.541,0,1612480
2008/08/01,00:00,3.252,2.599,2.277,1.467,1.491,0.706,0.371,-0.082,0,1612480
2008/09/01,00:00,2.573,2.333,2.139,1.362,1.368,0.597,0.371,0.017,0,1612480
2008/10/01,00:00,2.638,2.267,1.969,1.214,1.222,0.476,0.178,-0.41,0,1612480
2008/11/01,00:00,2.93,2.208,1.929,1.214,1.237,0.545,0.207,-0.272,0,1612480
2008/12/01,00:00,3.462,2.425,1.946,1.142,1.145,0.345,-0.069,-0.649,0,1612480
2009/01/01,00:00,2.999,2.225,1.828,1.021,1.022,0.217,-0.154,-0.843,0,1612480
2009/02/01,00:00,2.74,2.015,1.703,0.876,0.883,0.063,-0.236,-0.728,0,1612480
2009/03/01,00:00,2.386,1.874,1.657,0.896,0.899,0.141,-0.137,-0.557,0,1612480
2009/04/01,00:00,2.343,1.9,1.637,0.84,0.853,0.069,-0.21,-0.784,0,1612480
2009/05/01,00:00,2.494,1.874,1.529,0.788,0.796,0.063,-0.301,-0.997,0,1612480
2009/06/01,00:00,2.658,1.985,1.529,0.876,0.873,0.217,-0.301,-0.872,0,1612480
2009/07/01,00:00,2.95,2.208,1.903,1.122,1.121,0.338,0.017,-0.538,0,1612480
2009/08/01,00:00,2.874,2.271,2.025,1.263,1.282,0.538,0.256,-0.042,0,1612480
2009/09/01,00:00,2.477,2.149,1.946,1.244,1.218,0.489,0.279,0.066,0,1612480
2009/10/01,00:00,2.55,2.1,1.893,1.172,1.167,0.44,0.155,-0.341,0,1612480
2009/11/01,00:00,2.533,2.041,1.779,0.994,1.022,0.266,-0.124,-0.741,0,1612480
2009/12/01,00:00,2.874,2.199,1.802,1.014,1.009,0.217,-0.2,-0.912,0,1612480
2010/01/01,00:00,2.884,2.202,1.808,0.962,0.944,0.079,-0.226,-0.8,0,1612480
2010/02/01,00:00,2.491,1.805,1.549,0.778,0.781,0.013,-0.282,-0.741,0,1612480
2010/04/01,00:00,2.251,1.867,1.572,0.791,0.804,0.036,-0.279,-0.892,0,1612480
2010/05/01,00:00,2.51,2.002,1.588,0.88,0.889,0.191,-0.272,-0.813,0,1612480
2010/06/01,00:00,2.651,2.13,1.733,1.011,1.027,0.322,-0.108,-0.689,0,1612480
2010/07/01,00:00,3.104,2.451,2.041,1.303,1.295,0.548,0.214,-0.41,0,1612480
2010/08/01,00:00,2.963,2.326,2.061,1.29,1.296,0.532,0.204,-0.42,0,1612480
2010/09/01,00:00,2.91,2.369,2.176,1.375,1.367,0.558,0.332,0.033,0,1612480
2010/10/01,00:00,2.75,2.346,2.064,1.309,1.313,0.561,0.305,-0.134,0,1612480
2010/11/01,00:00,2.943,2.343,1.936,1.195,1.208,0.479,0.069,-0.593,0,1612480
2010/12/01,00:00,3.101,2.497,2.008,1.283,1.282,0.555,0.066,-0.551,0,1612480
2011/01/01,00:00,2.832,2.369,1.998,1.168,1.167,0.335,-0.016,-0.482,0,1612480
2011/02/01,00:00,2.54,2.057,1.802,1.04,1.044,0.286,0.03,-0.42,0,1612480
2011/03/01,00:00,2.189,1.877,1.667,0.919,0.932,0.197,-0.036,-0.531,0,1612480
2011/04/01,00:00,2.746,2.051,1.838,1.09,1.108,0.378,0.102,-0.344,0,1612480
2011/05/01,00:00,2.7,2.057,1.667,0.981,0.994,0.322,-0.118,-0.639,0,1612480
2011/06/01,00:00,2.773,2.195,1.726,1.054,1.027,0.328,-0.111,-0.718,0,1612480
2011/07/01,00:00,2.796,2.402,2.012,1.277,1.278,0.545,0.155,-0.341,0,1612480
2011/08/01,00:00,2.753,2.29,2.064,1.26,1.27,0.476,0.204,-0.085,0,1612480
2011/09/01,00:00,2.464,2.09,1.926,1.175,1.181,0.437,0.174,-0.37,0,1612480
2011/10/01,00:00,2.845,2.136,1.897,1.158,1.154,0.41,0.118,-0.574,0,1612480
2011/11/01,00:00,2.904,2.182,1.782,1.083,1.091,0.401,-0.009,-0.721,0,1612480
2011/12/01,00:00,2.441,2.002,1.542,0.903,0.903,0.263,-0.219,-0.869,0,1612480
2012/01/01,00:00,2.573,2.018,1.683,0.932,0.932,0.181,-0.19,-0.685,0,1612480
2012/02/01,00:00,2.638,2.021,1.752,0.981,1.001,0.25,-0.019,-0.41,0,1612480
2012/03/01,00:00,2.592,1.982,1.802,1.073,1.08,0.358,0.118,-0.236,0,1612480
2012/04/01,00:00,2.323,2.057,1.772,1.073,1.076,0.381,0.099,-0.607,0,1612480
2012/05/01,00:00,2.674,2.051,1.7,1.021,1.031,0.361,-0.059,-0.649,0,1612480
2012/06/01,00:00,2.536,2.107,1.67,1.021,1.009,0.348,-0.085,-0.794,0,1612480
2012/07/01,00:00,2.612,2.077,1.7,0.988,0.981,0.263,-0.069,-0.488,0,1612480
2012/08/01,00:00,2.51,2.008,1.733,1.011,1.019,0.305,0.069,-0.357,0,1612480
2012/09/01,00:00,2.356,2.031,1.9,1.208,1.219,0.538,0.378,0.109,0,1612480
2012/10/01,00:00,2.523,2.044,1.831,1.191,1.186,0.542,0.273,-0.219,0,1612480
2012/11/01,00:00,2.858,2.336,2.012,1.303,1.306,0.601,0.237,-0.449,0,1612480
2012/12/01,00:00,2.907,2.34,1.952,1.257,1.244,0.535,0.194,-0.597,0,1612480
2013/01/01,00:00,2.868,2.123,1.802,1.07,1.067,0.332,0.082,-0.462,0,1612480
2013/02/01,00:00,2.405,1.972,1.716,0.994,1.001,0.286,0.013,-0.62,0,1612480
2013/03/01,00:00,2.366,1.926,1.772,1.057,1.065,0.358,0.135,-0.338,0,1612480
2013/04/01,00:00,2.202,1.772,1.536,0.817,0.817,0.099,-0.18,-0.859,0,1612480
2013/05/01,00:00,2.828,2.123,1.706,1.021,1.019,0.332,-0.055,-0.62,0,1612480
2013/06/01,00:00,2.851,2.241,1.808,1.139,1.139,0.47,-0.003,-0.633,0,1612480
2013/07/01,00:00,2.796,2.221,1.847,1.172,1.175,0.502,0.036,-0.584,0,1612480
2013/08/01,00:00,2.599,2.116,1.874,1.178,1.183,0.492,0.214,-0.137,0,1612480
2013/09/01,00:00,2.579,2.231,2.051,1.326,1.336,0.62,0.43,0.178,0,1612480
2013/10/01,00:00,2.763,2.287,2.051,1.368,1.365,0.679,0.433,0.086,0,1612480
2013/11/01,00:00,2.773,2.251,1.897,1.237,1.239,0.581,0.158,-0.338,0,1612480
2013/12/01,00:00,2.907,2.199,1.736,1.093,1.095,0.453,-0.072,-0.715,0,1612480
2014/01/01,00:00,2.996,2.264,1.831,1.106,1.096,0.361,-0.059,-0.639,0,1612480
2014/02/01,00:00,2.641,2.044,1.729,1.027,1.029,0.328,0.053,-0.357,0,1612480
2014/03/01,00:00,2.346,1.893,1.71,1.011,1.008,0.305,0.128,-0.167,0,1612480
2014/04/01,00:00,2.261,1.851,1.592,0.919,0.911,0.23,-0.042,-0.508,0,1612480
2014/05/01,00:00,2.304,1.903,1.559,0.876,0.896,0.233,-0.167,-0.626,0,1612480
2014/06/01,00:00,2.937,2.389,1.923,1.273,1.267,0.611,0.141,-0.397,0,1612480
2014/07/01,00:00,2.894,2.254,1.841,1.185,1.177,0.512,0.145,-0.456,0,1612480
2014/08/01,00:00,2.891,2.258,1.966,1.323,1.323,0.679,0.374,-0.301,0,1612480
2014/09/01,00:00,3.009,2.517,2.323,1.598,1.596,0.87,0.627,0.302,0,1612480
2014/10/01,00:00,2.769,2.471,2.199,1.473,1.473,0.748,0.529,0.082,0,1612480
2014/11/01,00:00,2.983,2.31,1.949,1.25,1.26,0.571,0.204,-0.397,0,1612480
2014/12/01,00:00,2.992,2.3,1.893,1.185,1.2,0.506,0.027,-0.469,0,1612480
2015/01/01,00:00,2.865,2.153,1.746,1.047,1.045,0.345,-0.075,-0.728,0,1612480
2015/02/01,00:00,2.805,2.304,1.962,1.247,1.275,0.588,0.305,-0.236,0,1612480
2015/03/01,00:00,2.527,2.156,1.923,1.211,1.209,0.496,0.302,-0.203,0,1612480
2015/04/01,00:00,2.395,2.051,1.841,1.129,1.132,0.424,0.21,-0.256,0,1612480
2015/05/01,00:00,2.697,2.228,1.851,1.224,1.213,0.575,0.217,-0.249,0,1612480
2015/06/01,00:00,2.796,2.33,1.877,1.241,1.237,0.597,0.168,-0.357,0,1612480
2015/07/01,00:00,2.815,2.08,1.7,1.011,1.024,0.348,-0.046,-0.531,0,1612480
2015/08/01,00:00,2.573,2.074,1.808,1.122,1.119,0.43,0.168,-0.39,0,1612480
2015/09/01,00:00,2.481,2.123,1.907,1.244,1.242,0.578,0.358,0.046,0,1612480
2015/10/01,00:00,2.871,2.346,2.048,1.306,1.309,0.571,0.302,-0.272,0,1612480
2015/11/01,00:00,2.714,2.182,1.834,1.152,1.15,0.466,0.102,-0.387,0,1612480
2015/12/01,00:00,2.799,2.267,1.798,1.162,1.165,0.532,0.115,-0.469,0,1612480
2016/01/01,00:00,2.999,2.386,1.995,1.326,1.324,0.653,0.263,-0.344,0,1612480
2016/02/01,00:00,3.088,2.415,2.12,1.405,1.408,0.696,0.394,-0.183,0,1612480
2016/03/01,00:00,2.589,1.989,1.802,1.09,1.076,0.351,0.168,-0.295,0,1612480
2016/04/01,00:00,2.563,2.258,1.998,1.309,1.313,0.627,0.345,-0.219,0,1612480
2016/05/01,00:00,2.943,2.363,1.992,1.309,1.318,0.643,0.299,-0.305,0,1612480
2016/06/01,00:00,3.081,2.553,2.103,1.385,1.382,0.66,0.217,-0.128,0,1612480
2016/07/01,00:00,3.268,2.507,2.064,1.408,1.398,0.732,0.279,-0.242,0,1612480
2016/08/01,00:00,2.865,2.372,2.084,1.382,1.372,0.66,0.387,-0.167,0,1612480
2016/09/01,00:00,2.805,2.468,2.264,1.595,1.583,0.903,0.735,0.404,0,1612480
2016/10/01,00:00,3.006,2.533,2.31,1.578,1.587,0.863,0.65,0.223,0,1612480
2016/11/01,00:00,3.088,2.435,2.087,1.385,1.383,0.679,0.312,-0.364,0,1612480
2016/12/01,00:00,3.34,2.592,2.077,1.349,1.355,0.634,0.174,-0.426,0,1612480
2017/01/01,00:00,2.924,2.326,1.854,1.201,1.186,0.519,0.112,-0.462,0,1612480
2017/02/01,00:00,2.924,2.425,2.067,1.365,1.372,0.676,0.358,-0.174,0,1612480
2017/03/01,00:00,2.779,2.34,2.139,1.395,1.395,0.65,0.463,0.089,0,1612480
2017/04/01,00:00,3.491,2.618,2.33,1.572,1.595,0.86,0.591,0.168,0,1612480
2017/05/01,00:00,3.396,2.786,2.359,1.624,1.624,0.889,0.509,-0.275,0,1612480
2017/06/01,00:00,3.37,2.573,2.1,1.424,1.423,0.745,0.292,-0.269,0,1612480
2017/07/01,00:00,2.953,2.418,2.015,1.385,1.387,0.758,0.312,-0.384,0,1612480
2017/08/01,00:00,3.593,2.861,2.54,1.828,1.833,1.126,0.788,0.243,0,1612480
2017/09/01,00:00,3.153,2.658,2.412,1.664,1.672,0.932,0.686,0.361,0,1612480
2017/10/01,00:00,2.887,2.595,2.356,1.601,1.596,0.837,0.666,0.23,0,1612480
2017/11/01,00:00,3.075,2.563,2.287,1.526,1.541,0.794,0.463,-0.095,0,1612480
2017/12/01,00:00,3.097,2.527,2.179,1.457,1.464,0.748,0.319,-0.295,0,1612480
2018/01/01,00:00,3.304,2.638,2.126,1.428,1.421,0.716,0.253,-0.433,0,1612480
2018/02/01,00:00,3.137,2.31,1.966,1.273,1.267,0.568,0.273,-0.305,0,1612480
2018/03/01,00:00,2.576,2.116,1.88,1.158,1.157,0.433,0.237,-0.065,0,1612480
2018/04/01,00:00,2.3,2.028,1.795,1.093,1.083,0.371,0.155,-0.334,0,1612480
2018/05/01,00:00,2.609,2.071,1.765,1.057,1.081,0.397,0.033,-0.423,0,1612480
2018/06/01,00:00,2.992,2.284,1.926,1.244,1.263,0.601,0.174,-0.285,0,1612480
2018/07/01,00:00,3.232,2.405,1.979,1.342,1.342,0.706,0.283,-0.324,0,1612480
2018/08/01,00:00,3.081,2.504,2.179,1.529,1.521,0.863,0.545,-0.183,0,1612480
2018/09/01,00:00,3.157,2.435,2.238,1.542,1.539,0.84,0.591,0.148,0,1612480
2018/10/01,00:00,2.802,2.382,2.166,1.431,1.424,0.683,0.506,0.073,0,1612480
2018/11/01,00:00,2.868,2.304,2.038,1.283,1.296,0.555,0.25,-0.285,0,1612480
2018/12/01,00:00,2.976,2.225,1.857,1.155,1.175,0.492,0.05,-0.551,0,1612480
2019/01/01,00:00,3.019,2.392,1.923,1.234,1.224,0.525,0.122,-0.511,0,1612480
2019/02/01,00:00,2.651,2.192,1.838,1.136,1.152,0.466,0.138,-0.472,0,1612480
2019/03/01,00:00,2.513,1.969,1.7,1.004,0.991,0.283,0.082,-0.295,0,1612480
2019/04/01,00:00,2.389,2.149,1.877,1.152,1.149,0.42,0.197,-0.206,0,1612480
2019/05/01,00:00,2.727,2.264,2.018,1.237,1.257,0.496,0.174,-0.288,0,1612480
2019/06/01,00:00,2.638,2.139,1.779,1.09,1.093,0.407,-0.019,-0.485,0,1612480
2019/07/01,00:00,3.042,2.52,2.061,1.375,1.393,0.725,0.214,-0.475,0,1612480
2019/08/01,00:00,3.265,2.717,2.34,1.611,1.61,0.88,0.522,-0.003,0,1612480
2019/09/01,00:00,2.874,2.386,2.199,1.45,1.459,0.719,0.489,0.204,0,1612480
2019/10/01,00:00,2.979,2.441,2.212,1.5,1.51,0.807,0.525,0.095,0,1612480
2019/11/01,00:00,3.029,2.664,2.34,1.601,1.593,0.847,0.483,-0.233,0,1612480
2019/12/01,00:00,3.737,2.848,2.445,1.677,1.708,0.971,0.512,-0.049,0,1612480
2020/01/01,00:00,3.452,2.454,2.041,1.355,1.337,0.634,0.24,-0.321,0,1612480
2020/02/01,00:00,3.16,2.231,1.913,1.181,1.172,0.43,0.158,-0.397,0,1612480
2020/03/01,00:00,2.73,2.258,2.025,1.336,1.329,0.634,0.384,-0.292,0,1612480
2020/04/01,00:00,2.878,2.412,2.116,1.365,1.362,0.607,0.345,-0.036,0,1612480
2020/05/01,00:00,2.947,2.484,2.162,1.418,1.426,0.689,0.394,-0.321,0,1612480
2020/06/01,00:00,3.248,2.635,2.271,1.562,1.58,0.889,0.466,-0.055,0,1612480
2020/07/01,00:00,3.429,2.865,2.435,1.772,1.772,1.109,0.66,0.168,0,1612480
2020/08/01,00:00,3.219,2.799,2.445,1.72,1.713,0.981,0.689,0.223,0,1612480
2020/09/01,00:00,3.153,2.714,2.468,1.759,1.761,1.054,0.814,0.506,0,1612480
